NECTA,fips,state,msa,population,total_postings,total_supply,supply_demand_ratio,supply_demand_qualifier,location_quotient,location_quotient_qualifier,top_job_1,top_job_2,top_job_3,top_job_4,top_job_5,top_job_6,top_job_7,top_job_8,top_job_9,top_job_10,analyze,securely_provision,operate_maintain,protect_defend,investigate,collect_operate,oversight_development,security+_holders,cissp_holders,cipp_holders,cisa_holders,cism_holders,security+_openings,cissp_openings,cipp_openings,cisa_openings,cism_openings
,33100,,"Miami-Fort Lauderdale-West Palm Beach, FL",6012331,4350,10980,2.5,Very Low,0.7,Low,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Software Developer / Engineer,Systems Administrator,IT Manager,Systems Engineer,Network Administrator,IT Director,1481,2234,2782,1351,189,558,1248,1542,668,62,497,189,134,1078,24,807,440
,33140,,"Michigan City-La Porte, IN",110884,11,45,4.1,Low,0.1,Very Low,Cyber Security Analyst / Specialist,Network Administrator,,,,,,,,,2,0,6,1,3,0,6,<10,<10,<10,<10,<10,0,0,0,0,0
,33220,,"Midland, MI",83632,28,123,4.4,Average,0.3,Very Low,Technical Consultant / Analyst,Auditor,Cisco Engineer,Database Administrator,IT Director,,,,,,9,10,20,9,9,2,5,17,16,<10,27,<10,1,3,0,5,3
,33260,,"Midland, TX",166718,9,64,7.1,High,0,Very Low,Cyber Security Analyst / Specialist,Systems Integration Engineer / Specialist,Cyber Security Engineer,,,,,,,,2,2,8,3,0,1,3,<10,<10,<10,<10,<10,0,3,2,0,3
,33340,,"Milwaukee-Waukesha-West Allis, WI",1575747,1412,3155,2.2,Very Low,0.7,Low,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Risk Manager / Analyst,IT Project Manager,Systems Administrator,Network Administrator,Software Developer / Engineer,IT Manager,566,696,918,508,81,238,506,242,242,10,172,52,6,429,25,313,188
,33460,,"Minneapolis-St. Paul-Bloomington, MN-WI",3524583,6566,12430,1.9,Very Low,1.4,High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Engineer / Architect,Risk Manager / Analyst,Systems Engineer,Software Developer / Engineer,Systems Administrator,IT Project Manager,IT Director,2960,3473,4215,2611,452,1269,2345,774,1052,182,624,227,101,1995,61,1346,808
,33540,,"Missoula, MT",114181,22,50,2.3,Very Low,0.2,Very Low,Cyber Security Analyst / Specialist,Network Administrator,Auditor,Help Desk Technician / Analyst,Network Engineer / Architect,Risk Manager / Analyst,Systems Analyst,Systems Support Specialist,,,10,5,16,1,0,0,5,31,<10,<10,<10,<10,0,2,0,0,0
,33660,,"Mobile, AL",415395,83,454,5.5,Average,0.2,Very Low,Cyber Security Analyst / Specialist,Systems Engineer,Computer Support Specialist,Cyber Security Engineer,IT Director,IT Manager,Network Administrator,Network Engineer / Architect,Network Support Technician,SQL Server Developer,22,29,60,20,4,12,24,126,13,<10,<10,<10,14,8,2,2,6
,33700,,"Modesto, CA",538388,75,297,4,Low,0.2,Very Low,Cyber Security Analyst / Specialist,Auditor,Computer Repair Technician,Computer Support Specialist,Chief Information Officer,Network Administrator,Network Analyst / Specialist,Software QA Engineer / Tester,Systems Administrator,Systems Engineer,19,28,55,9,3,10,22,59,14,<10,10,<10,0,5,0,11,1
,33740,,"Monroe, LA",179238,59,135,2.3,Very Low,0.3,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Software Developer / Engineer,SQL Developer,Application Developer / Engineer,Network Engineer / Architect,Network Support Technician,Senior Software Developer / Engineer,C / C++ Developer / Engineer,25,34,44,14,4,8,15,15,<10,<10,<10,<10,0,18,0,15,8
,33780,,"Monroe, MI",149568,16,21,1.3,Very Low,0.2,Very Low,Cyber Security Analyst / Specialist,Electrical Engineer,IT Manager,Software Developer / Engineer,Cyber Security Engineer,Systems Analyst,Systems Support Specialist,,,,3,7,8,3,0,1,5,28,18,<10,<10,<10,0,5,0,0,0
,33860,,"Montgomery, AL",373792,382,1141,3,Very Low,0.9,Average,Cyber Security Analyst / Specialist,Network Engineer / Architect,Systems Administrator,Information Assurance Engineer / Analyst,Cyber Security Engineer,Network Administrator,Help Desk Technician / Analyst,Systems Engineer,Software Developer / Engineer,IT Specialist / Engineer,106,161,311,97,24,59,64,1624,148,<10,20,23,147,87,2,16,23
,34060,,"Morgantown, WV",138176,62,139,2.2,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,Information Assurance Engineer / Analyst,Auditor,Project Manager,Software Developer / Engineer,Cloud Architect,Computer Support Specialist,Database Analyst / Developer,Cyber Security Engineer,Fraud Examiner / Analyst,23,32,39,10,0,10,14,38,26,<10,<10,<10,3,20,0,12,6
,34100,,"Morristown, TN",116642,1,20,19.8,Very High,0,Very Low,Network Engineer / Architect,,,,,,,,,,0,1,1,0,0,0,0,15,<10,<10,<10,<10,0,0,0,0,0
,34580,,"Mount Vernon-Anacortes, WA",121846,22,67,3,Very Low,0.2,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Help Desk Technician / Analyst,IT Director,Network Administrator,Support Engineer,Technical Project Manager,,,,8,5,12,6,2,6,10,47,<10,<10,<10,<10,3,5,0,0,4
,34620,,"Muncie, IN",116852,32,335,10.5,Very High,0.3,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,IT Director,Auditor,Network Engineer / Architect,Systems Engineer,Database Administrator,,,,2,14,19,6,4,4,12,36,<10,<10,<10,<10,0,9,0,6,3
,34740,,"Muskegon, MI",172790,4,16,4.1,Low,0,Very Low,IT Director,Cyber Security Analyst / Specialist,IT Manager,,,,,,,,1,0,1,0,0,2,4,40,<10,<10,<10,<10,0,0,0,0,0
,34820,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",431964,44,261,5.9,Average,0.1,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Computer Support Specialist,Application Support Analyst,IT Director,Software Developer / Engineer,Systems Administrator,,,,4,8,40,26,1,2,10,81,22,<10,<10,<10,5,6,0,2,2
,34900,,"Napa, CA",142456,20,47,2.3,Very Low,0.1,Very Low,Technical Manager / Director,Cisco Engineer,Cyber Security Analyst / Specialist,Cyber Security Engineer,Help Desk Technician / Analyst,Network Engineer / Architect,Project Manager,Systems Analyst,Systems Engineer,,10,7,6,3,0,0,12,12,<10,<10,<10,<10,0,4,0,4,0
,34940,,"Naples-Immokalee-Marco Island, FL",357305,74,162,2.2,Very Low,0.2,Very Low,Auditor,Cyber Security Engineer,Cyber Security Analyst / Specialist,Risk Manager / Analyst,Unix Administrator / Engineer,C# Developer / Engineer,Help Desk Technician / Analyst,IT Operations / Networking Manager,IT Specialist / Engineer,Network Engineer / Architect,33,33,38,16,0,6,26,48,18,<10,<10,<10,2,9,0,9,0
,34980,,"Nashville-Davidson--Murfreesboro--Franklin, TN",1830345,1702,3595,2.1,Very Low,0.8,Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Auditor,Systems Engineer,IT Director,Systems Analyst,Software Developer / Engineer,IT Manager,Systems Administrator,645,894,1200,617,114,312,521,759,342,20,235,56,39,456,9,318,169
,35100,,"New Bern, NC",126245,46,264,5.7,Average,0.4,Very Low,Cyber Security Analyst / Specialist,IT Specialist / Engineer,Computer Support Specialist,Systems Administrator,Computer Repair Technician,Computer Operator,Systems Engineer,Computer Programmer,Network Engineer / Architect,Network Support Technician,4,4,46,7,8,1,2,305,16,<10,<10,<10,25,3,0,0,0
75700,35300,,"New Haven-Milford, CT",859470,288,581,2,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,IT Director,Systems Analyst,Systems Support Specialist,Database Administrator,IT Operations / Networking Manager,IT Manager,Network Support Technician,93,129,204,115,0,25,83,<10,<10,<10,<10,<10,1,82,4,62,25
,35380,,"New Orleans-Metairie, LA",1262888,895,2192,2.4,Very Low,0.6,Very Low,Cyber Security Analyst / Specialist,Help Desk Technician / Analyst,Network Engineer / Architect,Cyber Security Engineer,Systems Administrator,IT Specialist / Engineer,Computer Support Specialist,Software Developer / Engineer,Auditor,Application Developer / Engineer,191,352,614,210,63,72,169,759,138,<10,56,20,136,205,11,109,62
,35620,,"New York-Newark-Jersey City, NY-NJ-PA",20182305,27093,52199,1.9,Very Low,1.2,Average,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Risk Manager / Analyst,Software Developer / Engineer,Systems Engineer,IT Director,Systems Administrator,Systems Analyst,11362,14918,16779,9511,2178,3989,9935,3548,3153,635,2825,882,452,7685,199,5942,3158
,35660,,"Niles-Benton Harbor, MI",154636,97,195,2,Very Low,0.6,Very Low,Cyber Security Engineer,Auditor,Cyber Security Analyst / Specialist,IT Director,SAP Architect / Analyst,Windows Administrator,,,,,37,49,63,32,20,30,38,17,11,<10,<10,<10,2,45,0,18,16
,35840,,"North Port-Sarasota-Bradenton, FL",768918,213,440,2.1,Very Low,0.3,Very Low,Cyber Security Engineer,Cyber Security Analyst / Specialist,Auditor,Network Engineer / Architect,Help Desk Technician / Analyst,Application Developer / Engineer,Systems Engineer,IT Director,IT Manager,Cloud Architect,63,107,128,72,9,35,71,194,87,<10,32,15,7,33,0,20,8
76450,35980,,"Norwich-New London, CT",271863,78,372,4.8,Average,0.2,Very Low,Cyber Security Analyst / Specialist,Systems Analyst,Systems Administrator,Systems Engineer,IT Director,IT Manager,Software QA Engineer / Tester,Cyber Security Engineer,IT Project Manager,IT Specialist / Engineer,39,29,49,15,0,12,26,62,22,<10,<10,<10,12,15,0,13,9
,36100,,"Ocala, FL",343254,12,101,8.4,Very High,0,Very Low,Systems Administrator,Computer Support Specialist,Systems Analyst,Cyber Security Analyst / Specialist,,,,,,,1,2,7,0,0,0,6,127,13,<10,<10,<10,0,0,0,0,0
,36140,,"Ocean City, NJ",94727,2,11,5.3,Average,0,Very Low,,,,,,,,,,,0,0,1,0,0,0,0,<10,<10,<10,<10,<10,0,0,0,0,0
,36220,,"Odessa, TX",159436,11,72,6.5,High,0.1,Very Low,Cyber Security Analyst / Specialist,Auditor,Systems Engineer,,,,,,,,2,6,8,0,0,0,0,<10,<10,<10,<10,<10,0,0,0,2,0
,36260,,"Ogden-Clearfield, UT",642850,393,990,2.5,Very Low,0.7,Very Low,Cyber Security Analyst / Specialist,Systems Administrator,Cyber Security Engineer,Help Desk Technician / Analyst,Network Analyst / Specialist,Unix Administrator / Engineer,Network Engineer / Architect,Information Assurance Engineer / Analyst,Network Administrator,Software Developer / Engineer,118,136,312,126,10,57,59,1200,146,<10,40,13,152,66,0,7,14
,36420,,"Oklahoma City, OK",1358452,781,2289,2.9,Very Low,0.5,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Software Developer / Engineer,Cyber Security Engineer,Auditor,Computer Support Specialist,Systems Administrator,Web Developer,Information Assurance Engineer / Analyst,Systems Engineer,247,371,523,206,29,142,135,1604,260,<10,104,35,70,159,4,74,40
,36500,,"Olympia-Tumwater, WA",269536,186,537,2.9,Very Low,0.7,Low,Cyber Security Analyst / Specialist,Auditor,Application Developer / Engineer,Cyber Security Engineer,Network Administrator,Systems Administrator,Systems Engineer,Technical Consultant / Analyst,Database Administrator,IT Manager,76,69,133,54,16,43,57,506,101,<10,22,12,6,44,3,28,20
,36540,,"Omaha-Council Bluffs, NE-IA",915312,1720,2900,1.7,Very Low,1.4,High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Engineer / Architect,Systems Engineer,Systems Administrator,Network Administrator,Risk Manager / Analyst,Information Assurance Engineer / Analyst,Unix Administrator / Engineer,652,957,1197,602,74,212,423,1098,369,20,122,30,142,467,5,224,128
,36740,,"Orlando-Kissimmee-Sanford, FL",2387138,1784,4075,2.3,Very Low,0.6,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Auditor,Systems Administrator,Software Developer / Engineer,Network Administrator,Information Assurance Engineer / Analyst,Systems Analyst,Systems Engineer,637,925,1291,694,129,300,432,1124,501,18,153,68,87,515,7,230,190
,36780,,"Oshkosh-Neenah, WI",169546,146,207,1.4,Very Low,0.6,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Information Assurance Engineer / Analyst,SAP Architect / Analyst,Software Developer / Engineer,Senior Software Developer / Engineer,IT Project Manager,Risk Manager / Analyst,Application Support Analyst,38,87,93,67,36,16,26,19,18,<10,<10,<10,2,66,0,38,22
,36980,,"Owensboro, KY",117463,32,43,1.3,Very Low,0.3,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,IT Director,Network Administrator,Systems Administrator,Auditor,Cyber Security Engineer,Systems Engineer,,,16,7,25,6,1,6,17,21,<10,<10,<10,<10,1,14,0,4,2
,37100,,"Oxnard-Thousand Oaks-Ventura, CA",850536,865,1174,1.4,Very Low,1.2,Average,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Systems Analyst,Information Assurance Engineer / Analyst,Systems Engineer,Application Support Analyst,Software Developer / Engineer,SQL Developer,298,543,584,258,46,82,199,545,157,15,64,31,100,263,16,152,106
,37340,,"Palm Bay-Melbourne-Titusville, FL",568088,490,1322,2.7,Very Low,1,Average,Cyber Security Analyst / Specialist,Systems Administrator,Cyber Security Engineer,Network Engineer / Architect,Software Developer / Engineer,Systems Analyst,Systems Engineer,Electronics Engineer,Information Assurance Engineer / Analyst,Network Administrator,101,232,343,117,26,44,61,799,242,<10,48,25,118,123,0,14,41
,37460,,"Panama City, FL",197506,182,724,4,Low,0.9,Average,Cyber Security Analyst / Specialist,Information Assurance Engineer / Analyst,Systems Administrator,Network Administrator,Cyber Security Engineer,Network Engineer / Architect,Network Support Technician,Systems Support Specialist,Computer Programmer,Java Developer / Engineer,24,88,153,48,0,6,26,623,70,<10,<10,<10,56,46,0,1,4
,37620,,"Parkersburg-Vienna, WV",92332,10,80,8,Very High,0.1,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,IT Specialist / Engineer,Network Engineer / Architect,,,,,,,2,2,10,2,0,2,3,15,11,<10,<10,<10,0,0,0,0,0
,37860,,"Pensacola-Ferry Pass-Brent, FL",478043,542,2192,4,Low,1.3,High,Cyber Security Analyst / Specialist,Systems Administrator,Network Engineer / Architect,Information Assurance Engineer / Analyst,Systems Engineer,Unix Administrator / Engineer,Cyber Security Engineer,Storage Engineer,Systems Analyst,Systems Integration Engineer / Specialist,111,259,363,82,43,43,101,1714,179,<10,11,13,114,147,0,5,11
,37900,,"Peoria, IL",378018,207,658,3.2,Very Low,0.5,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Risk Manager / Analyst,Systems Administrator,Help Desk Technician / Analyst,Software Developer / Engineer,SAP Architect / Analyst,SQL Developer,Database Analyst / Developer,92,68,167,101,12,63,51,83,66,<10,17,10,5,40,0,10,2
,37980,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6069875,6568,13927,2.1,Very Low,1,Average,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Systems Engineer,Risk Manager / Analyst,Software Developer / Engineer,Systems Administrator,Systems Analyst,IT Director,2602,3406,4251,2180,368,907,2169,2155,1387,116,882,226,209,1750,54,1323,771
,38060,,"Phoenix-Mesa-Scottsdale, AZ",4574531,6486,10511,1.6,Very Low,1.4,High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Engineer / Architect,Risk Manager / Analyst,Systems Administrator,Systems Engineer,Software Developer / Engineer,Project Manager,IT Director,2722,3401,4542,2670,558,1214,1925,1228,1044,70,429,223,286,1796,28,1251,679
,38220,,"Pine Bluff, AR",93696,39,63,1.6,Very Low,0.5,Very Low,Cyber Security Analyst / Specialist,IT Specialist / Engineer,Systems Support Specialist,Auditor,IT Director,,,,,,14,2,35,7,0,1,4,15,<10,<10,<10,<10,1,1,0,1,0
,38300,,"Pittsburgh, PA",2353045,2413,5986,2.5,Very Low,0.8,Average,Cyber Security Analyst / Specialist,Auditor,Software Developer / Engineer,Systems Engineer,Risk Manager / Analyst,IT Manager,Systems Administrator,Systems Integration Engineer / Specialist,Project Manager,Application Developer / Engineer,1111,1108,1743,973,204,474,654,518,366,36,293,73,39,660,10,377,287
76600,38340,,"Pittsfield, MA",127828,97,125,1.3,Very Low,0.9,Average,Information Assurance Engineer / Analyst,Cyber Security Analyst / Specialist,Systems Engineer,Network Engineer / Architect,Systems Integration Engineer / Specialist,Cyber Security Engineer,Software Developer / Engineer,Systems Administrator,Auditor,Computer Operator,10,74,85,38,0,9,13,54,15,<10,<10,<10,13,19,0,2,2
,38540,,"Pocatello, ID",83744,47,81,1.7,Very Low,0.5,Very Low,Network Analyst / Specialist,Network Engineer / Architect,Cyber Security Analyst / Specialist,Systems Analyst,IT Project Analyst,Network Administrator,,,,,33,14,44,30,0,4,3,24,<10,<10,<10,<10,0,0,0,0,0
,38940,,"Port St. Lucie, FL",454846,27,171,6.3,High,0.1,Very Low,Cyber Security Analyst / Specialist,Application Developer / Engineer,IT Director,Network Engineer / Architect,Auditor,Computer Support Specialist,Cyber Security Engineer,Help Desk Technician / Analyst,Network Administrator,Project Manager,8,8,20,4,1,4,10,48,27,<10,14,<10,0,1,0,1,1
76750,38860,,"Portland-South Portland, ME",526295,337,901,2.7,Very Low,0.7,Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Cyber Security Engineer,Auditor,Risk Manager / Analyst,Systems Administrator,Technical Project Manager,Solutions Engineer,Systems Support Specialist,Computer Operator,112,175,209,119,0,51,79,153,71,25,50,25,8,51,2,37,15
,38900,,"Portland-Vancouver-Hillsboro, OR-WA",2389228,4095,4818,1.2,Very Low,1.5,High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Auditor,Systems Engineer,Software Developer / Engineer,Network Administrator,Systems Administrator,Systems Analyst,Risk Manager / Analyst,1600,2157,2663,1265,239,573,1117,595,516,54,205,60,74,1018,13,496,372
,39140,,"Prescott, AZ",222255,22,61,2.8,Very Low,0.1,Very Low,Cyber Security Analyst / Specialist,Systems Integration Engineer / Specialist,Auditor,Criminal Investigator,Cyber Security Engineer,,,,,,3,4,16,1,5,6,12,41,14,<10,<10,<10,1,1,0,2,0
,39300,,"Providence-Warwick, RI-MA",1613070,1358,3750,2.8,Very Low,1,Average,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Engineer / Architect,Risk Manager / Analyst,Software Developer / Engineer,Unix Administrator / Engineer,Information Assurance Engineer / Analyst,Senior Java Developer / Engineer,Systems Support Specialist,554,727,920,489,62,242,330,574,257,20,130,52,123,360,6,293,198
,39340,,"Provo-Orem, UT",585799,324,667,2.1,Very Low,0.6,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Cyber Security Engineer,Computer Support Specialist,IT Project Manager,Systems Engineer,Systems Administrator,IT Director,Embedded Software Engineer,Network Administrator,110,160,223,101,27,61,90,386,179,<10,55,<10,7,71,3,27,29
,39380,,"Pueblo, CO",163591,35,83,2.4,Very Low,0.2,Very Low,Network Administrator,Cyber Security Analyst / Specialist,IT Manager,Computer Support Specialist,IT Director,IT Project Manager,Systems Administrator,Systems Engineer,Business / Systems Analyst,Computer Repair Technician,6,7,27,8,0,2,7,89,14,<10,<10,<10,2,3,1,0,2
,39460,,"Punta Gorda, FL",173115,30,253,8.4,Very High,0.3,Very Low,Computer Support Specialist,Cyber Security Engineer,Solutions Engineer,Cyber Security Analyst / Specialist,Systems Engineer,,,,,,7,8,15,2,0,0,12,29,<10,<10,<10,<10,1,0,0,0,0
,39540,,"Racine, WI",195080,93,115,1.2,Very Low,0.5,Very Low,Cyber Security Analyst / Specialist,Auditor,Network Engineer / Architect,Cyber Security Engineer,Security Officer,Data Warehouse Developer,Systems Architect,Database Administrator,Application Developer / Engineer,Application Manager,31,56,71,29,0,10,27,34,26,<10,10,<10,0,8,0,12,0
,39580,,"Raleigh, NC",1273568,2894,4601,1.6,Very Low,2,Very High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Software Developer / Engineer,Systems Engineer,Auditor,Risk Manager / Analyst,Computer Support Specialist,Systems Administrator,Cloud Architect,914,1780,2031,1192,253,415,779,707,635,30,258,86,108,902,9,312,326
,39660,,"Rapid City, SD",144134,104,96,0.9,Very Low,0.6,Very Low,Network Engineer / Architect,Cyber Security Analyst / Specialist,Auditor,Unix Administrator / Engineer,Systems Analyst,Cyber Security Engineer,Systems Administrator,Computer Support Specialist,IT Director,IT Specialist / Engineer,41,46,81,27,0,25,15,139,18,<10,<10,<10,30,0,0,8,0
,39740,,"Reading, PA",415271,160,258,1.6,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Cloud Architect,Network Administrator,IT Manager,SAP Architect / Analyst,Systems Analyst,Application Developer / Engineer,78,60,121,59,10,35,53,80,61,<10,29,<10,0,32,2,22,10
,39820,,"Redding, CA",179533,19,38,2,Very Low,0.1,Very Low,Systems Engineer,Webmaster / Administrator,Network Engineer / Architect,Systems Administrator,IT Director,IT Project Manager,Network Support Technician,Software Developer / Engineer,,,4,10,16,0,0,1,1,23,<10,<10,<10,<10,0,7,0,0,0
,39900,,"Reno, NV",450890,224,455,2,Very Low,0.4,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Auditor,Cyber Security Engineer,Systems Engineer,IT Specialist / Engineer,Systems Administrator,Project Manager,Computer Support Specialist,IT Manager,82,112,172,50,25,32,56,218,55,<10,15,<10,4,46,1,22,8
,40060,,"Richmond, VA",1271334,2150,6767,3.1,Very Low,1.4,High,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Network Engineer / Architect,Systems Administrator,Systems Engineer,Software Developer / Engineer,Information Assurance Engineer / Analyst,Computer Support Specialist,Risk Manager / Analyst,883,966,1396,639,112,359,501,1261,556,82,375,106,205,616,18,402,241
,40140,,"Riverside-San Bernardino-Ontario, CA",4489159,710,2608,3.7,Low,0.2,Very Low,Cyber Security Analyst / Specialist,Network Administrator,Network Engineer / Architect,Cyber Security Engineer,Systems Administrator,IT Specialist / Engineer,Systems Support Specialist,Auditor,Systems Analyst,IT Director,221,214,553,221,51,105,176,1759,332,<10,96,43,76,139,9,31,32
,40220,,"Roanoke, VA",314560,82,356,4.3,Average,0.2,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Systems Support Specialist,IT Project Manager,Auditor,IT Director,IT Manager,Network Engineer / Architect,Systems Administrator,Back End Developer / Engineer,23,37,67,32,5,17,22,86,23,<10,14,<10,4,26,0,8,3
,40340,,"Rochester, MN",213873,171,462,2.7,Very Low,0.6,Very Low,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Crime Scene / Forenensic Science Technician,Software Developer / Engineer,Network Support Technician,Project Manager,Systems Support Specialist,Telecommunications Specialist / Engineer,Chief Information Officer,67,64,103,57,30,40,60,28,57,<10,11,<10,0,111,2,27,70
,40380,,"Rochester, NY",1081954,622,2239,3.6,Low,0.5,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Engineer / Architect,IT Director,Systems Administrator,Systems Engineer,Network Administrator,IT Manager,Software Developer / Engineer,219,292,413,228,57,140,176,227,150,<10,95,39,11,155,1,116,72
,40420,,"Rockford, IL",340663,50,102,2,Very Low,0.1,Very Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,IT Manager,Systems Administrator,Auditor,Computer Programmer,Support Engineer,Systems Engineer,Systems Support Specialist,Technical Consultant / Analyst,11,22,36,3,3,5,17,41,14,<10,<10,<10,2,7,2,1,6
,40580,,"Rocky Mount, NC",148069,6,139,23.1,Very High,0,Very Low,Embedded Software Engineer,Cyber Security Analyst / Specialist,Systems Engineer,,,,,,,,1,3,1,0,0,0,0,14,<10,<10,<10,<10,1,0,0,0,0
,40660,,"Rome, GA",96504,14,40,2.9,Very Low,0.2,Very Low,Cyber Security Analyst / Specialist,Systems Administrator,Network Administrator,,,,,,,,10,2,12,6,6,7,3,<10,<10,<10,<10,<10,0,6,0,6,0
,40900,,"Sacramento--Roseville--Arden-Arcade, CA",2274194,2050,5030,2.5,Very Low,0.9,Average,Cyber Security Analyst / Specialist,Network Engineer / Architect,Cyber Security Engineer,Auditor,Systems Engineer,Risk Manager / Analyst,Systems Analyst,IT Manager,Project Manager,Computer Support Specialist,829,940,1331,601,103,367,634,694,491,24,165,71,44,619,26,280,184
,40980,,"Saginaw, MI",193307,25,80,3.2,Very Low,0.1,Very Low,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Administrator,Network Engineer / Architect,General ERP Analyst / Consultant,IT Director,SAP Architect / Analyst,Systems Engineer,,6,14,19,5,0,2,8,28,11,<10,<10,<10,1,3,0,4,1
,41420,,"Salem, OR",410091,224,493,2.2,Very Low,0.6,Very Low,Cyber Security Analyst / Specialist,IT Specialist / Engineer,IT Manager,Systems Engineer,Network Engineer / Architect,Application Support Analyst,Auditor,Cyber Security Engineer,Project Manager,Network Administrator,116,89,166,73,24,53,64,95,25,<10,20,<10,11,47,2,10,19
,41500,,"Salinas, CA",433898,300,535,1.8,Very Low,0.7,Low,Cyber Security Analyst / Specialist,Network Engineer / Architect,Systems Administrator,Information Assurance Engineer / Analyst,Systems Engineer,IT Specialist / Engineer,Systems Analyst,Help Desk Technician / Analyst,Unix Administrator / Engineer,Windows Administrator,88,97,221,44,12,17,33,337,76,<10,10,<10,133,57,0,16,6
,41540,,"Salisbury, MD-DE",395300,55,210,3.8,Low,0.1,Very Low,Network Administrator,Systems Administrator,Cyber Security Analyst / Specialist,Network Support Technician,Computer Support Specialist,Cyber Security Engineer,IT Project Manager,IT Specialist / Engineer,Systems Support Specialist,Telecommunications Specialist / Engineer,23,4,50,28,7,10,5,108,38,<10,<10,<10,19,22,0,3,1
,41620,,"Salt Lake City, UT",1170266,1506,3262,2.2,Very Low,0.9,Average,Cyber Security Analyst / Specialist,Cyber Security Engineer,Auditor,Network Engineer / Architect,Systems Engineer,Systems Administrator,Computer Support Specialist,Software Developer / Engineer,Risk Manager / Analyst,Network Administrator,527,758,1012,461,91,205,437,854,254,28,141,27,62,381,6,233,157
,41660,,"San Angelo, TX",119659,23,122,5.3,Average,0.2,Very Low,Cyber Security Analyst / Specialist,Systems Administrator,Systems Support Specialist,Auditor,Computer Support Specialist,Cyber Security Engineer,Network Administrator,Systems Engineer,,,1,3,20,4,0,1,5,141,11,<10,<10,<10,3,5,0,0,1
,41700,,"San Antonio-New Braunfels, TX",2384075,2995,10816,3.6,Low,1.2,High,Cyber Security Analyst / Specialist,Auditor,Cyber Security Engineer,Software Developer / Engineer,Network Engineer / Architect,Systems Administrator,Information Assurance Engineer / Analyst,Systems Engineer,Systems Analyst,Computer Support Specialist,1060,1338,1989,856,248,451,614,5569,1303,31,239,111,655,723,4,340,156
,41740,,"San Diego-Carlsbad, CA",3299521,5368,9508,1.8,Very Low,1.6,Very High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Systems Engineer,Auditor,Systems Administrator,Software Developer / Engineer,Information Assurance Engineer / Analyst,Systems Analyst,Network Administrator,1469,2896,3747,1382,265,623,1120,6431,1227,67,262,140,1336,1369,29,517,413
,41860,,"San Francisco-Oakland-Hayward, CA",4656132,12884,15776,1.2,Very Low,2.3,Very High,Cyber Security Analyst / Specialist,Cyber Security Engineer,Network Engineer / Architect,Auditor,Software Developer / Engineer,Systems Engineer,Risk Manager / Analyst,Systems Administrator,IT Director,Senior Software Developer / Engineer,4419,7480,7746,4323,836,1537,4323,751,1388,444,881,268,107,3159,113,2091,1107
